66.249.17.167 - - [28/May/2012:05:13:58 -0400] "GET / HTTP/1.1" 500 2596 "-" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13 GTB7.1"
67.214.123.97 - - [28/May/2012:08:51:29 -0400] "GET / HTTP/1.1" 500 635 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
67.214.123.97 - - [28/May/2012:08:55:22 -0400] "GET / HTTP/1.1" 500 2320 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
67.214.123.97 - - [28/May/2012:08:55:22 -0400] "GET /favicon.ico HTTP/1.1" 200 4584 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
67.214.123.97 - - [28/May/2012:08:57:07 -0400] "GET / HTTP/1.1" 500 2320 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
67.214.123.97 - - [28/May/2012:09:02:37 -0400] "GET / HTTP/1.1" 500 2648 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
67.214.123.97 - - [28/May/2012:09:02:40 -0400] "GET / HTTP/1.1" 500 2648 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
67.214.123.97 - - [28/May/2012:09:02:50 -0400] "GET / HTTP/1.1" 500 2648 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
67.214.123.97 - - [28/May/2012:09:03:10 -0400] "GET / HTTP/1.1" 500 2934 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
99.150.168.62 - - [28/May/2012:09:31:45 -0400] "GET / HTTP/1.1" 500 2934 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
67.214.123.97 - - [28/May/2012:09:39:06 -0400] "GET / HTTP/1.1" 500 2934 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
141.213.168.209 - - [28/May/2012:13:41:23 -0400] "GET / HTTP/1.1" 500 2934 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
141.213.168.209 - - [28/May/2012:13:41:32 -0400] "GET /favicon.ico HTTP/1.1" 304 190 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
141.213.168.209 - - [28/May/2012:13:54:33 -0400] "GET / HTTP/1.1" 500 2934 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
67.214.123.97 - - [28/May/2012:14:57:26 -0400] "GET / HTTP/1.1" 500 2934 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
67.214.123.97 - - [28/May/2012:14:57:34 -0400] "GET /favicon.ico HTTP/1.1" 304 190 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
67.214.123.97 - - [28/May/2012:14:59:26 -0400] "GET / HTTP/1.1" 500 790 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
67.214.123.97 - - [28/May/2012:14:59:51 -0400] "GET / HTTP/1.1" 500 790 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
141.213.168.209 - - [28/May/2012:16:26:47 -0400] "GET / HTTP/1.1" 500 790 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
141.213.168.209 - - [28/May/2012:16:26:49 -0400] "GET / HTTP/1.1" 500 790 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
141.213.168.209 - - [28/May/2012:16:26:49 -0400] "GET /favicon.ico HTTP/1.1" 304 190 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
141.213.168.209 - - [28/May/2012:16:30:02 -0400] "GET / HTTP/1.1" 500 790 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
141.213.168.209 - - [28/May/2012:17:03:12 -0400] "GET / HTTP/1.1" 500 790 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5"
141.213.168.209 - - [28/May/2012:20:05:41 -0400] "GET / HTTP/1.1" 500 790 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/534.53.11 (KHTML, like Gecko)"
