68.40.27.149 - ayakter [20/Nov/2012:00:00:28 -0500] "GET /users/120 HTTP/1.1" 200 9005 "https://www.gradecraft.com/users/students" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0"
68.40.27.149 - ayakter [20/Nov/2012:00:00:31 -0500] "GET /badges/pos101/above_and_beyond.png HTTP/1.1" 200 6234 "https://www.gradecraft.com/users/120" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0"
68.40.27.149 - ayakter [20/Nov/2012:00:00:31 -0500] "GET /badges/pos101/great_critic.png HTTP/1.1" 200 8534 "https://www.gradecraft.com/users/120" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0"
68.40.27.149 - ayakter [20/Nov/2012:00:00:31 -0500] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 404 4288 "https://www.gradecraft.com/users/120" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0"
68.40.27.149 - ayakter [20/Nov/2012:00:00:31 -0500] "GET /badges/pos101/concentrator.png HTTP/1.1" 200 6822 "https://www.gradecraft.com/users/120" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0"
68.40.27.149 - ayakter [20/Nov/2012:00:00:31 -0500] "GET /users/predictor.json?in_progress=true&user_id=120 HTTP/1.1" 200 1626 "https://www.gradecraft.com/users/120" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0"
68.40.27.149 - ayakter [20/Nov/2012:00:00:31 -0500] "GET /users/predictor.json?user_id=120 HTTP/1.1" 200 1626 "https://www.gradecraft.com/users/120" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0"
68.40.27.149 - ayakter [20/Nov/2012:00:00:46 -0500] "GET /assignments/45/grades/new?gradeable_id=120&gradeable_type=User HTTP/1.1" 200 7524 "https://www.gradecraft.com/users/120" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0"
68.40.27.149 - ayakter [20/Nov/2012:00:00:47 -0500] "GET /assets/bootstrap-wysihtml5/wysiwyg-color.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/assignments/45/grades/new?gradeable_id=120&gradeable_type=User" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0"
68.40.27.149 - ayakter [20/Nov/2012:00:00:47 -0500] "GET /assets/twitter/bootstrap/glyphicons-halflings-ab3144065a860d198f1d7d9a4882640c.png HTTP/1.1" 200 13162 "https://www.gradecraft.com/assets/application-eead062cf4bfb3cb3081a4c5cf6e0538.css" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0"
68.40.27.149 - ayakter [20/Nov/2012:00:00:48 -0500] "GET /assets/fontawesome-webfont.woff HTTP/1.1" 200 42325 "https://www.gradecraft.com/assets/application-eead062cf4bfb3cb3081a4c5cf6e0538.css" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0"
